msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Household Income,Household Number,Employment Rate,Unemployment Rate,    Total population,Total housing units,        No vehicles available,        1 vehicle available,        2 vehicles available,        3 or more vehicles available,"        Agriculture, forestry, fishing and hunting, and mining",        Construction,        Manufacturing,        Wholesale trade,        Retail trade,"        Transportation and warehousing, and utilities",        Information,"        Finance and insurance, and real estate and rental and leasing","        Professional, scientific, and management, and administrative and waste management services","        Educational services, and health care and social assistance","        Arts, entertainment, and recreation, and accommodation and food services","        Other services, except public administration",        Public administration,GDP,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal equivalent),Compressed Natural Gas (gal equivalent),Bio-Diesel (gal),Other Fuel (gal/gal equivalent),Electric Propulsion (kwh),Electric Battery (kwh),Diesel (miles),Gasoline (miles),Liquefied Petroleum Gas (miles),Compressed Natural Gas (miles),Other Fuel (miles),Electric Propulsion (miles),Electric Battery (miles)
"Greensboro-High Point, NC",38566.0,92562.0,4.80018669294197,25100.065053000206,0.27117029723860986,2.5608048540164914,27809.0,13458.374257999965,49325.0,272.8509732995432,1.0652980260673564,0.0089812468322351,7.37473187929401,5.317738910731918,4.7997264408731555,2.5735596557574603,41.19352117518597,5229.478255105318,1486760.0018494197,145.656987498904,29.410548716449,90.439667187566,1.0758682828624122,0.1759795019076178,1.4568287085920233,0.9584547591896496,5.893201559882305,"52,233","303,556",0.586,0.057,"767,467","336,980","18,288","101,631","108,187","75,450","2,439","20,153","55,327","11,699","43,048","21,777","5,136","23,136","33,581","84,732","32,433","17,937","11,269",45814290.0,610226.0,400429.0,0.0,0.0,0.0,0.0,0.0,165852.0,2911373.0,2727034.0,0.0,0.0,0.0,0.0,222221.0
"Greenville, NC",8731.0,21628.0,4.954300767380598,5788.576553999923,0.26764271102274473,2.5997022105142595,6419.0,3058.9440040000027,11337.0,269.8195293287468,1.0565192085809465,0.0063508864779042,5.1416361293055886,3.7801125087633225,3.408859735115937,1.8013946865753192,3.3772731725086524,1698.0976055921676,809670.44294336,65.9290355739,14.2129195027,89.66552982708072,0.9716986776760606,0.1735176210135822,1.836893436247233,0.9501585592054088,6.402201878777,"49,337","70,683",0.5770000000000001,0.081,"179,961","80,255","6,137","23,180","25,490","15,876","1,082","4,631","8,572","1,743","9,981","2,847","1,431","4,393","6,114","26,240","9,662","4,008","3,406",12192493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Greenville-Anderson, SC",53689.0,133955.0,4.9900352027417165,35497.65014900005,0.2649968284050618,2.573041032613757,39798.0,18289.621239999848,69080.0,264.7600063694245,1.0866922036718476,0.0077156919513607,7.433369907083325,5.510127876512921,4.91473419862074,2.5322416162969485,37.09230470063409,7222.699888625113,1315683.7147516226,115.43968418333975,23.038845530575003,90.75117769784852,0.3981515572044899,0.1675682309515043,1.4288141833526864,1.3160006419515329,5.938287688691268,"57,432","350,728",0.593,0.046,"908,680","390,288","20,609","104,939","136,853","88,327","2,154","29,493","76,164","13,015","45,967","19,459","6,631","22,816","46,707","96,654","39,701","21,940","11,451",53866046.0,196271.0,37513.0,0.0,0.0,0.0,0.0,0.0,1174809.0,811664.0,160478.0,0.0,0.0,0.0,0.0,408875.0
"Gulfport-Biloxi, MS",31469.0,77164.0,4.904127871873908,19493.610652999858,0.2526257147503999,2.59286917283676,23037.0,10355.69474800001,40805.0,253.78494664869527,1.0761575265358918,0.0065433157701262,4.005528900273618,2.932262521071637,2.481242519345153,1.3181236961938978,44.57920086258668,7856.390699827517,851943.7358046419,53.24249162474925,9.6519839853,92.43211509022971,0.1602133251397751,0.157469946284642,2.452032020717997,1.446858008197216,3.351311609430639,"51,058","161,773",0.539,0.086,"414,662","189,521","8,800","57,409","56,766","38,798","2,162","13,378","18,681","2,835","18,965","9,547","2,104","8,642","13,063","40,951","27,701","8,333","11,491",22764827.0,130997.0,37195.0,4490.0,0.0,0.0,0.0,0.0,0.0,938527.0,117055.0,0.0,0.0,118607.0,0.0,0.0
"Hagerstown-Martinsburg, MD-WV",14569.0,34277.0,4.705470519596403,10447.942099999964,0.3048091169005445,2.4911112636419794,10147.0,5483.989767999978,18096.0,303.0498324491588,1.1039051580096944,0.0075707338638373,5.521856964818115,3.845856450134492,3.959917760512129,2.078509650313814,8.965994288701829,2638.4240107675246,643515.7621548107,41.768147014413664,7.530327720033334,90.19530051126964,1.0554761245312114,0.089827755279252,1.4686837988157708,1.014305070028221,6.176406740075905,"64,118","109,554",0.588,0.057,"285,990","121,091","7,586","31,124","39,957","30,887","1,223","10,540","12,188","3,236","16,487","10,527","2,620","6,928","13,708","30,451","10,146","6,322","10,640",13564906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hanford-Corcoran, CA",6862.0,18396.0,5.361702127659575,8266.13166900001,0.4493439698303985,2.838239580297289,5458.0,4261.316529999993,9701.0,439.26569735078783,1.0462373954003164,0.0067003401711163,1.9019880125293087,1.51283161940906,2.2911809012572006,1.1811385831613201,1.4684433356945097,3607.804021264439,1048764.4148025198,25.511894380999998,14.8632060656,91.09794908062234,0.2634370579915134,0.5127298444130127,1.768033946251768,1.2093352192362092,5.148514851485149,"61,556","43,604",0.47,0.084,"151,090","46,267","2,287","12,085","18,278","10,954","8,271","2,096","4,013","1,412","5,489","2,992",467,"1,521","3,691","10,825","4,089","1,897","6,924",9679841.0,0.0,906449.0,0.0,189976.0,0.0,0.0,0.0,0.0,0.0,11010403.0,0.0,672264.0,0.0,0.0,0.0
"Harrisburg-Carlisle, PA",26930.0,70171.0,5.211362792424805,18787.131945000412,0.2677335643642019,2.7662086891942077,21559.0,9933.869201000061,37229.0,266.83148086169547,1.089729371313603,0.008246259636305,6.23831442709987,4.994126280499298,4.3520251116347906,2.3011733959718432,24.9837767500686,4316.871218131191,1246728.5765614533,110.60369756723333,22.453507560833334,86.15246523565423,1.1858095551986985,0.3415075419170704,3.2103111435243297,1.4007419198754585,7.709164603830214,"67,219","233,447",0.621,0.039,"574,691","252,832","17,149","78,492","87,944","49,862","3,842","14,573","23,835","7,882","32,797","21,229","3,776","22,125","31,475","68,274","21,884","13,577","23,938",47467813.0,444761.0,215852.0,0.0,0.0,8846.0,0.0,27325354.0,0.0,1542759.0,832592.0,0.0,0.0,0.0,0.0,0.0
"Hartford-East Hartford-Middletown, CT",39460.0,100168.0,5.076938672072985,24164.236155999777,0.2412370832601208,2.675798276735935,31262.0,12837.578618000112,52798.0,243.14516871851416,1.088179100814639,0.0227849539755293,9.726955447281428,7.706134850301876,5.956524290597994,3.1644844213953314,100.61024139606496,4056.767835924304,2003101.8468640565,152.44998925993335,30.195175775566668,86.33556240886145,2.629435409619586,0.1743556224296646,2.380095256896669,0.8916855095713108,7.588865792621322,"78,631","477,495",0.618,0.055,"1,205,842","516,829","41,939","158,080","177,916","99,560","2,190","33,806","65,769","14,548","62,826","29,439","11,754","63,713","66,630","162,536","47,598","27,839","26,344",110978500.0,1989661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782102.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hattiesburg, MS",15780.0,39159.0,4.963117870722433,13789.039692999853,0.3521295153859867,2.6287072243346006,11956.0,7236.546661000047,20686.0,349.8282249347407,1.0833623465252462,0.0175481001643623,2.991202195971048,2.2663379882781904,2.6138026495584983,1.3717347442097778,3.2692628301354945,5275.470852908112,344524.5061957785,18.0257363296375,3.9876070652749998,91.13718808398372,0.3146641750027481,0.2171045399582279,1.304001319116192,5.361657689348136,1.665384192590964,"48,231","62,222",0.555,0.078,"168,646","72,186","4,039","20,756","23,473","13,954","1,753","4,723","7,887","1,739","8,989","4,064",912,"3,602","4,608","20,268","8,293","3,599","3,199",7721151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hickory-Lenoir-Morganton, NC",26594.0,61102.0,4.595171843272919,17429.618404000073,0.2852544663677142,2.356057757388885,17107.0,8953.519328000053,31270.0,286.3293677006733,1.1060967218136248,0.008538535337384,6.155251423964763,3.959460258320117,4.034131138617128,2.072315657410256,5.156065266712917,4320.538377434807,550661.6740640423,60.62190306428625,12.74101218810325,92.77915814983903,0.2864102030574901,0.0281514302150524,0.7386690493384414,2.018335148896586,4.149276018653382,"49,706","145,451",0.555,0.062,"367,982","165,598","6,813","40,844","52,756","45,038","1,437","9,304","43,349","5,616","19,067","8,491","2,031","5,514","9,874","33,012","15,164","8,661","5,857",17241789.0,58519.0,90822.0,0.0,0.0,0.0,0.0,0.0,0.0,363011.0,814380.0,0.0,0.0,0.0,0.0,0.0
"Hilton Head Island-Bluffton, SC",16601.0,40118.0,4.833202819107282,9762.903340999968,0.2433546871977658,2.5817119450635504,12324.0,5174.980220999996,21459.0,241.15663455892616,1.1033645620219807,0.0277272939093154,4.032417342622811,2.993525168994851,2.371429476935032,1.2570134323769901,2.6063743671211705,4116.885379032267,861610.925688152,96.76662983065,11.175316121400002,88.56905071521456,0.6262678803641093,0.2548764629388816,1.6291287386215867,1.3815344603381017,7.539141742522756,"67,723","84,955",0.502,0.05,"219,290","113,293","3,686","30,661","36,652","13,956","1,284","8,530","5,340",975,"13,673","3,405","1,691","5,376","11,080","19,459","12,835","4,361","3,697",12923703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hinesville, GA",6547.0,16094.0,4.91645028257217,6514.577601000063,0.404782999937869,2.5425385672827248,4735.0,3327.1953470000003,8301.0,400.81861787736426,1.0955647148290877,0.011083002047946,2.5144599345176246,1.818537924231091,2.5020076932977857,1.277852358995718,2.2661757257807875,2603.7400358323785,312087.915033243,20.916000678806,3.9191006878608,91.35101719680792,0.5507474429583006,0.3090929526806789,3.020681128470271,1.222322131055412,3.546139148027425,"50,588","30,059",0.487,0.1,"81,275","35,606","1,509","10,926","10,833","6,791",255,"1,817","2,463",452,"4,052","2,369",280,"1,325","2,900","5,976","2,500","1,398","3,700",6439586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Homosassa Springs, FL",15373.0,40107.0,5.217849476354648,8632.104719999976,0.21522688607973608,2.7133285630651143,12095.0,4477.0263389999955,20856.0,214.66371015535077,1.0841557908019928,0.017644802454929,7.676923840285411,6.039965774295977,4.310675243401293,2.235724337179131,1.4475959415524722,2002.494790859937,821910.9201300631,81.87671178559529,12.4437562926,88.97163273212517,0.116224011019758,0.3013215100512246,0.9190306056562352,2.0210064138435717,7.670784727304033,"45,689","64,621",0.368,0.079,"147,938","80,222","3,028","26,065","24,558","10,970",618,"4,830","1,795","1,007","7,522","2,824",579,"2,039","4,357","10,540","5,500","3,558","2,220",4853035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hot Springs, AR",11248.0,27899.0,4.960704125177809,7466.417120000029,0.26762310907201076,2.5250711237553345,8139.0,3785.520900999999,14158.0,267.3768117671987,1.1403922408892633,0.0216132222065263,5.916547156195109,4.281185748957324,3.927401224955783,1.9912173650007727,0.9523268402824572,1901.1088229428583,531382.1615213,56.3460193669,8.1485654407,92.13225473148356,0.2494896801995917,0.0201607822383508,2.02615861495426,1.627983165746831,3.943953025377385,"48,150","40,906",0.499,0.063,"99,043","50,974","3,038","14,234","15,544","8,090",568,"3,329","3,083","1,013","6,189",975,665,"2,183","3,810","9,248","5,459","2,696","1,569",4039515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Houston-The Woodlands-Sugar Land, TX",265501.0,643472.0,4.8472284473504805,119580.51635100396,0.1858363943590459,2.781831330202146,209233.0,67595.27299500076,369740.0,182.81839399307827,1.073320760584056,0.0086276843187104,10.261375613632294,8.08666786101418,4.621679746403027,2.6124966983465914,270.61431125148965,25873.82140531728,4048004.345924237,252.03868738658463,50.27930549746534,88.51657545948704,1.929058592144212,0.2597914638637714,1.2418337609704586,1.353971982254715,6.698768741279794,"69,328","2,407,993",0.626,0.059,"6,979,613","2,646,682","125,307","764,984","984,974","532,728","112,454","321,808","317,689","107,034","348,202","211,671","42,594","204,496","422,804","687,216","285,507","175,086","96,680",536372663.0,10348310.0,2554612.0,24534.0,1316039.0,0.0,0.0,20764234.0,0.0,48259302.0,10099192.0,0.0,4065763.0,109176.0,3420524.0,0.0
"Huntington-Ashland, WV-KY-OH",26984.0,63427.0,4.701082122739401,21211.677771999624,0.33442662859664846,2.4269937740883485,17983.0,10992.125009000016,32631.0,336.8614203977817,1.1286868344022047,0.0094082314363641,4.110107417335434,2.739106940629377,3.230887716603351,1.674281593973069,8.091922799164772,6565.2785341298,284004.37013256026,21.809912122328672,4.599190103628572,92.93878714458776,0.4909855340981971,0.1667498040333499,1.9732060143946413,0.7268581201453717,3.7034133827406825,"48,085","141,577",0.49,0.054,"359,481","167,999","10,999","48,005","52,077","30,496","1,372","8,748","13,496","3,653","19,204","8,181","2,407","6,290","11,374","42,803","12,420","5,669","7,332",16890175.0,193206.0,46347.0,0.0,0.0,0.0,0.0,0.0,0.0,892883.0,197720.0,0.0,0.0,0.0,0.0,0.0
"Huntsville, AL",34534.0,82322.0,4.7675913592401695,16476.16622700007,0.20014292931415742,2.5170556552962298,24501.0,8719.353397999988,43508.0,200.4080490484506,1.0753252551035644,0.0113082651466396,9.403926347689064,6.671848017742798,4.486611851826915,2.374360258130083,18.617405630188696,3672.295881867092,1697533.04544215,121.15670151479999,26.05430176345,92.13902947976618,0.169460206146538,0.0698572658316845,0.7147975716713013,0.8829057017049681,6.023949774879327,"66,450","184,353",0.599,0.046,"464,607","200,378","7,501","59,343","69,989","47,520","1,740","13,258","29,143","3,712","25,182","8,724","4,269","8,279","39,343","45,180","18,042","8,049","19,397",39525348.0,146816.0,84112.0,0.0,0.0,0.0,0.0,0.0,0.0,767034.0,625061.0,0.0,0.0,0.0,0.0,0.0
"Idaho Falls, ID",11454.0,29377.0,5.129561725161516,13875.15159200001,0.47231342860060627,2.63899074559106,8564.0,7075.947988999999,15059.0,469.8816647187728,1.0850481052515657,0.0077030347300617,0.8447011933616015,0.6315715924523098,1.0232545056605145,0.5218318238582962,8.092555569480455,13559.8245746727,366455.8453817118,33.16023675989823,5.133744870706667,87.76016229619054,2.6057555037944247,0.3771883687730107,1.5853933428507023,1.2758283868059208,6.395672101585394,"61,877","50,737",0.627,0.038,"148,811","54,612","2,293","10,801","19,945","17,698","2,869","6,004","5,308","2,097","8,188","3,029",922,"3,004","8,777","15,473","6,477","2,668","2,748",10330873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Indianapolis-Carmel-Anderson, IN",96972.0,245920.0,5.071979540485914,56956.78354099935,0.2316069597470696,2.7234150063935982,75468.0,30256.16957799971,132195.0,228.8752946631848,1.0639664200837826,0.0089564658269979,8.6312255592665,6.717210437102713,5.069575195651147,2.6930229776340866,132.28008663040816,11235.020952023511,1350049.132706609,103.76910220111819,17.35329525712818,89.05201881948692,0.7860916311871439,0.2298004239728752,1.5633752357879025,0.8845633890911105,7.48415050047405,"63,545","790,050",0.64,0.045,"2,050,933","868,045","46,048","258,328","317,727","167,947","5,717","64,191","126,660","31,136","111,814","68,131","15,175","70,671","119,975","234,330","90,162","47,522","39,960",164715089.0,1813652.0,312511.0,0.0,0.0,0.0,0.0,0.0,4785789.0,7634097.0,2049987.0,0.0,0.0,0.0,0.0,1450761.0
"Iowa City, IA",8253.0,21718.0,5.263055858475706,8442.990503999938,0.38875543346532543,2.802859566218345,6621.0,4415.716697000008,11501.0,383.9419786975053,1.0479432480786126,0.0128684462220676,2.6681504111756005,2.140533608674864,2.729573316951305,1.427577404669276,5.391074826549217,3093.153956175839,597285.5910745555,42.2789566251235,6.9934403433,78.5931567138419,4.193993786675872,1.543622713151536,7.715956161546428,1.3224887814981017,6.630781843286158,"63,131","69,306",0.6729999999999999,0.036,"172,919","74,678","4,580","22,950","26,800","14,976","1,721","4,854","8,314","1,603","10,452","3,223","1,346","4,557","6,637","37,649","8,922","3,628","2,101",15304404.0,393344.0,40002.0,0.0,0.0,0.0,0.0,0.0,0.0,1603288.0,231985.0,0.0,0.0,0.0,0.0,0.0
"Ithaca, NY",3572.0,9411.0,5.2693169092945125,4064.930026,0.43193390989267877,2.730963045912654,2845.0,2053.190566000003,4829.0,425.1792433215993,1.0590545389774202,0.0147028370262994,2.80562959172771,2.234606995650989,3.192801783104168,1.612679789872837,8.753710939573152,1273.154521370855,362434.426197076,35.5496881851746,5.09610060311,67.37421383647799,6.311482019029188,1.241735203999355,12.862844702467344,1.0079019512981775,11.201822286727946,"61,361","40,817",0.575,0.0409999999999999,"102,237","44,019","5,304","14,912","14,667","5,934",880,"1,591","3,036",316,"4,370","1,091","1,041","1,840","5,683","22,509","4,960","2,596","1,224",6756128.0,305611.0,43870.0,0.0,0.0,0.0,0.0,0.0,0.0,1273189.0,335660.0,0.0,0.0,0.0,0.0,0.0
"Jackson, MI",30869.0,81133.0,5.256600472966406,13724.225753000042,0.16915713400219448,2.88175839839321,25461.0,7577.320494999975,44456.0,170.4453953347124,1.0521051438753888,0.0064333273348929,19.37008264015369,15.97660028186702,8.61185613423617,4.754715869612872,37.08453069817727,1593.6431750688223,842348.52459264,73.267475000581,12.43206986687,92.12076799061995,0.376667155210318,0.2022570716693536,1.9404953832624945,0.6976403341638575,4.662172065074014,"54,511","62,216",0.5379999999999999,0.063,"158,174","69,719","4,288","20,842","23,479","13,607",498,"4,333","13,333","1,301","7,758","3,676","1,075","3,069","5,244","16,663","5,115","3,913","3,111",7483237.0,86913.0,13889.0,0.0,0.0,0.0,0.0,0.0,0.0,379710.0,171458.0,0.0,0.0,0.0,0.0,0.0
"Jackson, MS",44622.0,107594.0,4.822464255300076,38085.865674999564,0.3539775979608488,2.5496167809600645,32112.0,19895.085869000064,56824.0,350.1176592460944,1.085755687247434,0.0058601999155286,3.1326328066481848,2.25438359300539,2.673771509190526,1.3967101134936202,6.110880417475596,14244.248449834786,697902.4110819375,41.28157611119986,8.71222636907857,94.17537110407774,0.3329782587037988,0.0697376790380798,1.0912797247277548,0.8157775751212746,3.5148556583313533,"53,639","219,801",0.565,0.072,"596,287","252,597","11,864","72,057","82,735","53,145","2,773","15,967","24,379","7,448","28,184","15,125","4,721","15,872","22,773","73,639","22,331","13,695","18,851",34344319.0,283990.0,49684.0,0.0,0.0,0.0,0.0,0.0,0.0,841256.0,378274.0,0.0,0.0,0.0,0.0,0.0
"Jackson, TN",11453.0,29163.0,5.092639483104863,12540.62940999989,0.4300184963823986,2.679123373788527,8848.0,6561.359426000038,15259.0,429.9993070319181,1.075306793568067,0.0052428075234287,2.580274045502541,1.9933873006728795,2.825308703474074,1.4782245202236404,2.369379966840448,4438.675814285215,343294.8705809924,26.552213500744923,5.1258391709,91.98560463201508,0.2642692093171496,0.1314706116703407,1.2748665374093648,2.266872061831027,4.076916947757032,"48,146","69,505",0.531,0.063,"178,601","79,575","5,369","21,741","25,092","17,303","1,262","4,078","12,216","1,893","8,881","3,665",878,"3,153","5,712","19,888","6,493","3,880","3,666",10241623.0,100934.0,47422.0,0.0,0.0,0.0,0.0,0.0,0.0,436534.0,366904.0,0.0,0.0,0.0,0.0,0.0
"Jacksonville, FL",70409.0,169264.0,4.8080217017710805,33492.72767099981,0.1978727175949984,2.6681390163189365,52851.0,18583.42782800023,94054.0,197.58253586237936,1.0779967075043893,0.0074531652029685,7.355381081281469,5.521158453135351,3.498867694070139,1.9413454738944236,92.09213255328184,9572.44760290968,2144009.063361081,148.59589626140502,22.234163155002,87.00678621037663,1.1227619835096048,0.4792443981883327,1.439652914614966,1.8222256960013603,8.129328797309102,"63,064","578,620",0.59,0.053,"1,533,796","656,551","33,932","205,080","234,323","105,285","3,438","51,764","37,985","17,574","88,091","49,758","10,674","77,548","94,037","149,621","72,960","37,457","33,320",103826095.0,1287800.0,479320.0,0.0,1310671.0,0.0,0.0,750850.0,0.0,4016044.0,3432017.0,0.0,4229478.0,0.0,87615.0,0.0
"Jacksonville, NC",10524.0,24673.0,4.688901558342836,6220.809909000008,0.25213026016293144,2.446503230710756,7039.0,3273.983650000006,12865.0,254.487652545667,1.0765484334712607,0.0087835211815001,4.486841080101803,3.0010332917936706,2.6522031025470914,1.3958422972635567,3.861514058768728,2345.5254625958846,899173.7077170679,71.2912403327294,15.050257316889999,85.02515130079384,0.4902538709423877,0.1847048652047473,7.93444942230606,1.7379941837616912,4.627446356991276,"51,560","66,131",0.424,0.08,"198,377","80,247","2,584","19,741","29,675","14,131",571,"5,985","2,949","1,165","9,907","3,542",928,"2,439","6,296","14,204","8,288","3,318","5,797",14841698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
